abbhakṣa+Sing+Nom	abbhakṣa
plakṣa+Sing+Nom	plakṣa

plava+Plur+Nom	plavaaḥ

pluṣi+Sing+Ins	pluṣiā

plākṣa+Plur+Nom	plākṣaaḥ

plāvana+Sing+Nom	plāvana

plāyogi+Sing+Nom	plāyogi

plīhan+Sing+Acc	plīhanam

potra+Sing+Abl	potraaḥ

potra+Sing+Acc	potraam

potra+Sing+Nom	potra

potṛ+Sing+Gen	potṛaḥ

poṣa+Sing+Acc	poṣaam

poṣa+Sing+Dat	poṣae

poṣa+Sing+Gen	poṣaaḥ

poṣa+Sing+Loc	poṣai

poṣas+Sing+Acc	poṣasam

prabhava+Sing+Nom	prabhava

prabhu+Sing+Nom	prabhu

prabhu+Sing+Voc	+?

prabhā+Sing+Acc	prabhāam

prabhā+Sing+Ins	prabhāā

prabhūti+Sing+Dat	prabhūtie

prabhūti+Sing+Nom	prabhūti

prabhṛtha+Sing+Loc	prabhṛthai

prabhṛti+Plur+Acc	prabhṛtiaḥ

prabhṛti+Plur+Ins	prabhṛtibhiḥ

prabhṛti+Plur+Loc	prabhṛtiṣu

prabhṛti+Plur+Nom	prabhṛtiaḥ

prabhṛti+Sing+Acc	prabhṛtiam

prabhṛti+Sing+Nom	prabhṛti

prabudh+Sing+Dat	prabudhe

pracetas+Sing+Nom	pracetas

pradara+Sing+Abl	pradaraaḥ

pradara+Sing+Loc	pradarai

pradeha+Sing+Ins	pradehaā

pradeśa+Sing+Nom	pradeśa

pradeśinī+Sing+Ins	pradeśinīā

pradeśinī+Sing+Loc	pradeśinīi

pradhi+Sing+Ins	pradhiā

pradhi+Sing+Nom	pradhi

pradhāna+Sing+Nom	pradhāna

pradhāvanikā+Sing+Acc	pradhāvanikāam

pradiś+Plur+Acc	pradiśaḥ

pradiś+Plur+Nom	pradiśaḥ

pradiś+Sing+Loc	pradiśi

pradoṣa+Sing+Acc	pradoṣaam

pradoṣa+Sing+Loc	pradoṣai

pradāha+Sing+Dat	pradāhae

pradāna+Plur+Acc	pradānaaḥ

pradāna+Sing+Abl	pradānaaḥ

pradāna+Sing+Acc	pradānaam

pradāna+Sing+Nom	pradāna

pradātrikā+Sing+Nom	pradātrikā

pradātṛ+Sing+Acc	pradātṛam

pradāvya+Sing+Abl	pradāvyaaḥ

pradṛpti+Sing+Nom	pradṛpti

pragrathana+Sing+Nom	pragrathana

pragā+Plur+Nom	pragāaḥ

pragātha+Dual+Nom	pragāthaau

pragātha+Plur+Acc	pragāthaaḥ

pragātha+Plur+Ins	pragāthabhiḥ

pragātha+Plur+Loc	pragāthasu

pragātha+Plur+Nom	pragāthaaḥ

pragātha+Sing+Ins	pragāthaā

pragātha+Sing+Nom	pragātha

pragāṇa+Sing+Acc	pragāṇaam

praharaṇa+Plur+Nom	praharaṇaaḥ

praharṣa+Sing+Nom	praharṣa

prahlādīya+Plur+Acc	prahlādīyaaḥ

prahā+Sing+Acc	prahāam

prahāyya+Plur+Nom	prahāyyaaḥ

prahāṇi+Sing+Nom	prahāṇi

praiyamedha+Plur+Nom	praiyamedhaaḥ

praiṣa+Plur+Acc	praiṣaaḥ

praiṣa+Sing+Acc	praiṣaam

praiṣa+Sing+Nom	praiṣa

prajana+Sing+Nom	prajana

prajanana+Sing+Abl	prajananaaḥ

prajanana+Sing+Dat	prajananae

prajanana+Sing+Loc	prajananai

prajanana+Sing+Nom	prajanana

prajanayitṛ+Sing+Nom	prajanayitṛ

prajas+Plur+Nom	prajasaḥ

prajava+Sing+Nom	prajava

prajvālana+Sing+Acc	prajvālanaam

prajvālana+Sing+Nom	prajvālana

prajñā+Sing+Abl	prajñāaḥ

prajñā+Sing+Acc	prajñāam

prajñā+Sing+Ins	prajñāā

prajñā+Sing+Nom	prajñā

prajñāna+Sing+Acc	prajñānaam

prajñāna+Sing+Gen	prajñānaaḥ

prajñāna+Sing+Loc	prajñānai

prajñāna+Sing+Nom	prajñāna

prajñāti+Sing+Dat	prajñātie

prajā+Dual+Nom	prajāau

prajā+Plur+Acc	prajāaḥ

prajā+Plur+Dat	prajābhyaḥ

prajā+Plur+Gen	prajāām

prajā+Plur+Ins	prajābhiḥ

prajā+Plur+Loc	prajāsu

prajā+Plur+Nom	prajāaḥ

prajā+Sing+Abl	prajāaḥ

prajā+Sing+Acc	prajāam

prajā+Sing+Dat	prajāe

prajā+Sing+Gen	prajāaḥ

prajā+Sing+Ins	prajāā

prajā+Sing+Loc	prajāi

prajā+Sing+Nom	prajā

prajāpati+Dual+Acc	prajāpatiau

prajāpati+Dual+Nom	prajāpatiau

prajāpati+Dual+Voc	+?

prajāpati+Sing+Abl	prajāpatiaḥ

prajāpati+Sing+Acc	prajāpatiam

prajāpati+Sing+Dat	prajāpatie

prajāpati+Sing+Gen	prajāpatiaḥ

prajāpati+Sing+Ins	prajāpatiā

prajāpati+Sing+Loc	prajāpatii

prajāpati+Sing+Nom	prajāpati

prajāpati+Sing+Voc	+?

prajāti+Plur+Acc	prajātiaḥ

prajāti+Sing+Acc	prajātiam

prajāti+Sing+Dat	prajātie

prajāti+Sing+Nom	prajāti

prakaśa+Sing+Nom	prakaśa

praketa+Plur+Ins	praketabhiḥ

praketa+Plur+Nom	praketaaḥ

praketa+Sing+Acc	praketaam

praketa+Sing+Loc	praketai

praketa+Sing+Nom	praketa

prakrama+Plur+Acc	prakramaaḥ

prakrama+Plur+Loc	prakramasu

prakrama+Sing+Acc	prakramaam

prakrama+Sing+Loc	prakramai

prakriyā+Plur+Loc	prakriyāsu

prakrośa+Plur+Nom	prakrośaaḥ

prakubratā+Sing+Dat	prakubratāe

prakāma+Plur+Nom	prakāmaaḥ

prakāra+Sing+Acc	prakāraam

prakāśa+Sing+Acc	prakāśaam

prakṛti+Plur+Nom	prakṛtiaḥ

prakṛti+Sing+Acc	prakṛtiam

prakṛti+Sing+Loc	prakṛtii

prakṛti+Sing+Nom	prakṛti

prakṣa+Sing+Gen	prakṣaaḥ

prakṣālana+Plur+Acc	prakṣālanaaḥ

prakṣālana+Sing+Acc	prakṣālanaam

prakṣālana+Sing+Nom	prakṣālana

pralava+Plur+Acc	pralavaaḥ

pralayana+Sing+Nom	pralayana

pralepa+Sing+Ins	pralepaā

pramandana+Sing+Nom	pramandana

pramandanī+Sing+Nom	pramandanī

pramantha+Sing+Acc	pramanthaam

pramati+Sing+Acc	pramatiam

pramati+Sing+Nom	pramati

prameha+Sing+Acc	pramehaam

pramita+Sing+Acc	pramitaam

pramita+Sing+Nom	pramita

pramucyamānahoma+Plur+Acc	pramucyamānahomaaḥ

pramud+Plur+Acc	pramudaḥ

pramukha+Sing+Loc	pramukhai

pramāda+Sing+Abl	pramādaaḥ

pramāda+Sing+Acc	pramādaam

pramāṇa+Plur+Acc	pramāṇaaḥ

pramāṇa+Plur+Nom	pramāṇaaḥ

pramāṇa+Sing+Ins	pramāṇaā

pramāṇa+Sing+Nom	pramāṇa

prapad+Sing+Acc	prapadam

prapada+Sing+Abl	prapadaaḥ

prapada+Sing+Ins	prapadaā

prapadana+Sing+Nom	prapadana

prapatha+Sing+Loc	prapathai

prapathin+Sing+Nom	prapathin

prapañca+Sing+Nom	prapañca

prapitva+Sing+Loc	prapitvai

prapitāmaha+Sing+Dat	prapitāmahae

prapitāmaha+Sing+Gen	prapitāmahaaḥ

praplāvana+Sing+Abl	praplāvanaaḥ

praprī+Sing+Acc	praprīam

prapuṭa+Sing+Loc	prapuṭai

prapā+Sing+Acc	prapāam

prapā+Sing+Loc	prapāi

prapā+Sing+Nom	prapā

prapāta+Sing+Acc	prapātaam

prapāṇa+Sing+Acc	prapāṇaam

prapāṇa+Sing+Loc	prapāṇai

prapāṇa+Sing+Nom	prapāṇa

prapūrvyā+Sing+Acc	prapūrvyāam

praroha+Sing+Acc	prarohaam

praroha+Sing+Dat	prarohae

praroha+Sing+Nom	praroha

prasarpaka+Plur+Acc	prasarpakaaḥ

prasava+Plur+Gen	prasavaām

prasava+Sing+Abl	prasavaaḥ

prasava+Sing+Acc	prasavaam

prasava+Sing+Dat	prasavae

prasava+Sing+Ins	prasavaā

prasava+Sing+Loc	prasavai

prasava+Sing+Nom	prasava

prasavana+Sing+Nom	prasavana

prasavitṛ+Sing+Dat	prasavitṛe

prasavitṛ+Sing+Nom	prasavitṛ

prasiti+Sing+Acc	prasitiam

prasiti+Sing+Loc	prasitii

prasiti+Sing+Nom	prasiti

praskanda+Sing+Nom	praskanda

praskaṇva+Sing+Acc	praskaṇvaam

prasravaṇa+Plur+Loc	prasravaṇasu

prastara+Sing+Acc	prastaraam

prastara+Sing+Dat	prastarae

prastara+Sing+Ins	prastaraā

prastara+Sing+Loc	prastarai

prastara+Sing+Nom	prastara

prastotṛ+Sing+Acc	prastotṛam

prastotṛ+Sing+Gen	prastotṛaḥ

prastotṛ+Sing+Nom	prastotṛ

prastotṛ+Sing+Voc	+?

prastāva+Plur+Nom	prastāvaaḥ

prastāva+Sing+Acc	prastāvaam

prastāva+Sing+Nom	prastāva

prasāda+Sing+Abl	prasādaaḥ

prasāda+Sing+Ins	prasādaā

prasāda+Sing+Nom	prasāda

prasāman+Sing+Nom	prasāman

prasū+Plur+Nom	prasūaḥ

prasū+Sing+Nom	prasū

prasūna+Plur+Acc	prasūnaaḥ

prasūna+Sing+Gen	prasūnaaḥ

prasūti+Sing+Dat	prasūtie

prasṛta+Plur+Acc	prasṛtaaḥ

prasṛta+Plur+Gen	prasṛtaām

prasṛta+Sing+Ins	prasṛtaā

prasṛti+Sing+Dat	prasṛtie

pratardana+Sing+Nom	pratardana

pratardana+Sing+Voc	+?

prathamā+Sing+Acc	prathamāam

prathas+Sing+Nom	prathas

pratibalā+Sing+Nom	pratibalā

pratibhaya+Sing+Nom	pratibhaya

pratidevatā+Plur+Loc	pratidevatāsu

pratiduh+Sing+Nom	pratiduh

pratidīvan+Sing+Dat	pratidīvane

pratigara+Sing+Acc	pratigaraam

pratigara+Sing+Nom	pratigara

pratigaritṛ+Sing+Dat	pratigaritṛe

pratigraha+Plur+Nom	pratigrahaaḥ

pratigraha+Sing+Dat	pratigrahae

pratigraha+Sing+Nom	pratigraha

pratigrāha+Sing+Dat	pratigrāhae

pratiharaṇa+Sing+Dat	pratiharaṇae

pratiharaṇa+Sing+Ins	pratiharaṇaā

pratihartṛ+Sing+Acc	pratihartṛam

pratihartṛ+Sing+Gen	pratihartṛaḥ

pratihartṛ+Sing+Nom	pratihartṛ

pratihartṛ+Sing+Voc	+?

pratihāra+Sing+Acc	pratihāraam

pratihāra+Sing+Nom	pratihāra

pratikarman+Sing+Acc	pratikarmanam

pratikrośa+Sing+Loc	pratikrośai

pratimañca+Dual+Nom	pratimañcaau

pratimā+Sing+Acc	pratimāam

pratimā+Sing+Nom	pratimā

pratimāna+Sing+Nom	pratimāna

pratinandana+Sing+Acc	pratinandanaam

pratipad+Plur+Nom	pratipadaḥ

pratipad+Sing+Abl	pratipadaḥ

pratipad+Sing+Acc	pratipadam

pratipad+Sing+Ins	pratipadā

pratipad+Sing+Nom	pratipad

pratipatti+Sing+Abl	pratipattiaḥ

pratipatti+Sing+Nom	pratipatti

pratiprajñāti+Sing+Dat	pratiprajñātie

pratiprasthātṛ+Sing+Dat	pratiprasthātṛe

pratiprasthātṛ+Sing+Gen	pratiprasthātṛaḥ

pratiprasthātṛ+Sing+Nom	pratiprasthātṛ

pratiprekṣaṇa+Dual+Loc	pratiprekṣaṇaoḥ

pratiprāś+Sing+Gen	pratiprāśaḥ

pratipāṇa+Sing+Nom	pratipāṇa

pratirūpa+Sing+Acc	pratirūpaam

pratisara+Sing+Acc	pratiṣaraam

prativacana+Sing+Nom	prativacana

prativeśa+Plur+Ins	prativeśabhiḥ

prativeśa+Sing+Nom	prativeśa

prativāta+Sing+Acc	prativātaam

pratiśara+Sing+Dat	pratiśarae

pratiśatru+Plur+Nom	pratiśatruaḥ

pratiśrut+Sing+Acc	pratiśrutam

pratiśruta+Sing+Loc	pratiśrutai

pratiṣecana+Sing+Dat	pratiṣecanae

pratiṣedha+Sing+Nom	pratiṣedha

pratiṣṭhiti+Sing+Dat	pratiṣṭhitie

pratiṣṭhā+Dual+Nom	pratiṣṭhāau

pratiṣṭhā+Plur+Acc	pratiṣṭhāaḥ

pratiṣṭhā+Plur+Nom	pratiṣṭhāaḥ

pratiṣṭhā+Sing+Abl	pratiṣṭhāaḥ

pratiṣṭhā+Sing+Acc	pratiṣṭhāam

pratiṣṭhā+Sing+Dat	pratiṣṭhāe

pratiṣṭhā+Sing+Loc	pratiṣṭhāi

pratiṣṭhā+Sing+Nom	pratiṣṭhā

pratiṣṭhāna+Plur+Nom	pratiṣṭhānaaḥ

pratoda+Sing+Ins	pratodaā

pratoda+Sing+Nom	pratoda

pratolī+Sing+Acc	pratolīam

pratrāsa+Sing+Dat	pratrāsae

pratyabhighāraṇa+Sing+Nom	pratyabhighāraṇa

pratyabhimarśa+Sing+Nom	pratyabhimarśa

pratyabhimethana+Sing+Loc	pratyabhimethanai

pratyabhivāda+Sing+Nom	pratyabhivāda

pratyabhivādana+Sing+Loc	pratyabhivādanai

pratyarā+Plur+Ins	pratyarābhiḥ

pratyaya+Sing+Nom	pratyaya

pratyenas+Plur+Nom	pratyenasaḥ

pratyupasparśana+Plur+Nom	pratyupasparśanaaḥ

pratyupākaraṇa+Sing+Loc	pratyupākaraṇai

pratyutthāna+Sing+Nom	pratyutthāna

pratyāmnāya+Sing+Nom	pratyāmnāya

pratyānīka+Sing+Dat	pratyānīkae

pratyātāpa+Sing+Loc	pratyātāpai

pratyāśrāvaṇa+Sing+Nom	pratyāśrāvaṇa

pratārayitṛ+Sing+Nom	pratārayitṛ

pratīcikā+Sing+Nom	pratīcikā

pratīhāra+Sing+Acc	pratīhāraam

pratīka+Dual+Nom	pratīkaau

pratīka+Plur+Nom	pratīkaaḥ

pratīka+Sing+Acc	pratīkaam

pratīka+Sing+Gen	pratīkaaḥ

pratīka+Sing+Ins	pratīkaā

pratīka+Sing+Nom	pratīka

pratīkāra+Plur+Ins	pratīkārabhiḥ

pratīkāra+Plur+Nom	pratīkāraaḥ

pratīkāra+Sing+Nom	pratīkāra

pratīkāśa+Plur+Nom	pratīkāśaaḥ

pratīvāpa+Sing+Nom	pratīvāpa

pratūrti+Sing+Dat	pratūrtie

prauga+Dual+Acc	praugaau

prauga+Dual+Nom	praugaau

prauga+Sing+Acc	praugaam

prauga+Sing+Loc	praugai

prauga+Sing+Nom	prauga

prauṣṭhapadā+Plur+Dat	prauṣṭhapadābhyaḥ

prauṣṭhapadī+Sing+Acc	prauṣṭhapadīam

prauṣṭhapadī+Sing+Loc	prauṣṭhapadīi

pravacana+Dual+Abl	pravacanabhyām

pravacana+Dual+Nom	pravacanaau

pravacana+Sing+Ins	pravacanaā

pravacana+Sing+Nom	pravacana

pravada+Sing+Gen	pravadaaḥ

pravapana+Dual+Acc	pravapanaau

pravara+Plur+Ins	pravarabhiḥ

pravara+Sing+Abl	pravaraaḥ

pravara+Sing+Acc	pravaraam

pravara+Sing+Dat	pravarae

pravara+Sing+Ins	pravaraā

pravara+Sing+Loc	pravarai

pravargya+Dual+Nom	pravargyaau

pravargya+Sing+Abl	pravargyaaḥ

pravargya+Sing+Acc	pravargyaam

pravargya+Sing+Gen	pravargyaaḥ

pravargya+Sing+Ins	pravargyaā

pravargya+Sing+Nom	pravargya

pravarta+Dual+Acc	pravartaau

pravarta+Dual+Nom	pravartaau

pravasatha+Plur+Acc	pravasathaaḥ

pravat+Plur+Acc	pravataḥ

pravat+Plur+Gen	pravatām

pravat+Plur+Nom	pravataḥ

pravat+Sing+Acc	pravatam

pravat+Sing+Gen	pravataḥ

pravat+Sing+Ins	pravatā

pravat+Sing+Nom	pravat

pravaṇa+Sing+Acc	pravaṇaam

pravaṇa+Sing+Loc	pravaṇai

pravaṇa+Sing+Nom	pravaṇa

praveśana+Sing+Nom	praveśana

pravā+Sing+Acc	pravāam

pravācana+Plur+Nom	pravācanaaḥ

pravācana+Sing+Acc	pravācanaam

pravācana+Sing+Nom	pravācana

pravāda+Plur+Ins	pravādabhiḥ

pravāhaṇa+Sing+Nom	pravāhaṇa

pravāsa+Sing+Abl	pravāsaaḥ

pravāta+Plur+Loc	pravātasu

pravāyya+Sing+Acc	pravāyyaam

pravṛt+Sing+Acc	pravṛtam

pravṛt+Sing+Dat	pravṛte

pravṛt+Sing+Nom	pravṛt

pravṛtti+Plur+Nom	pravṛttiaḥ

pravṛtti+Sing+Acc	pravṛttiam

prayas+Plur+Acc	prayasaḥ

prayas+Plur+Ins	prayasbhiḥ

prayas+Plur+Nom	prayasaḥ

prayas+Sing+Acc	prayasam

prayas+Sing+Gen	prayasaḥ

prayas+Sing+Ins	prayasā

prayati+Sing+Nom	prayati

prayoga+Plur+Loc	prayogasu

prayoga+Sing+Abl	prayogaaḥ

prayoga+Sing+Acc	prayogaam

prayoga+Sing+Nom	prayoga

prayojana+Plur+Nom	prayojanaaḥ

prayojana+Sing+Abl	prayojanaaḥ

prayojana+Sing+Dat	prayojanae

prayojana+Sing+Nom	prayojana

prayoktṛ+Plur+Abl	prayoktṛbhyaḥ

prayuj+Plur+Nom	prayujaḥ

prayuj+Sing+Acc	prayujam

prayuj+Sing+Dat	prayuje

prayukti+Sing+Acc	prayuktiam

prayukti+Sing+Ins	prayuktiā

prayuta+Plur+Acc	prayutaaḥ

prayuti+Sing+Ins	prayutiā

prayāja+Plur+Abl	prayājabhyaḥ

prayāja+Plur+Acc	prayājaaḥ

prayāja+Plur+Gen	prayājaām

prayāja+Plur+Loc	prayājasu

prayāja+Plur+Nom	prayājaaḥ

prayāja+Sing+Acc	prayājaam

prayāja+Sing+Loc	prayājai

prayāja+Sing+Nom	prayāja

praśasti+Plur+Ins	praśastibhiḥ

praśasti+Plur+Nom	praśastiaḥ

praśaṃsā+Sing+Acc	praśaṃsāam

praśaṃsā+Sing+Nom	praśaṃsā

praśis+Plur+Acc	praśiṣaḥ

praśis+Sing+Ins	praśiṣā

praśna+Dual+Acc	praśnaau

praśna+Plur+Acc	praśnaaḥ

praśna+Sing+Acc	praśnaam

praśna+Sing+Ins	praśnaā

praśāsana+Sing+Nom	praśāsana

praśāstra+Sing+Abl	praśāstraaḥ

praśāstra+Sing+Nom	praśāstra

praśāstṛ+Dual+Nom	praśāstṛau

praśāstṛ+Sing+Nom	praśāstṛ

praṇakha+Sing+Abl	praṇakhaaḥ

praṇava+Plur+Ins	praṇavabhiḥ

praṇava+Sing+Acc	praṇavaam

praṇava+Sing+Ins	praṇavaā

praṇava+Sing+Nom	praṇava

praṇayana+Sing+Acc	praṇayanaam

praṇetṛ+Sing+Nom	praṇetṛ

praṇetṛ+Sing+Voc	+?

praṇidhi+Sing+Loc	praṇidhii

praṇāśa+Sing+Nom	praṇāśa

praṇīti+Plur+Voc	+?

praṇīti+Sing+Loc	praṇītii

praṇīti+Sing+Nom	praṇīti

praṇītā+Plur+Abl	praṇītābhyaḥ

praṇītā+Plur+Acc	praṇītāaḥ

praṇītā+Plur+Loc	praṇītāsu

praṇītā+Plur+Nom	praṇītāaḥ

praṇītā+Sing+Acc	praṇītāam

preman+Sing+Ins	premanā

preta+Sing+Nom	preta

preti+Sing+Nom	preti

preṅkha+Plur+Nom	preṅkhaaḥ

preṅkha+Sing+Acc	preṅkhaam

preṅkha+Sing+Gen	preṅkhaaḥ

preṅkha+Sing+Loc	preṅkhai

preṅkha+Sing+Nom	preṅkha

preṣaṇa+Plur+Acc	preṣaṇaaḥ

preṣya+Sing+Nom	preṣya

preṣyā+Plur+Acc	preṣyāaḥ

priya+Sing+Nom	priya

priyamedha+Plur+Nom	priyamedhaaḥ

priyamedha+Sing+Acc	priyamedhaam

priyavrata+Sing+Nom	priyavrata

priyaṅgu+Plur+Ins	priyaṅgubhiḥ

priyā+Sing+Nom	priyā

prokṣa+Sing+Nom	prokṣa

prokṣaṇa+Plur+Nom	prokṣaṇaaḥ

prokṣaṇa+Sing+Gen	prokṣaṇaaḥ

prokṣaṇa+Sing+Loc	prokṣaṇai

prokṣaṇa+Sing+Nom	prokṣaṇa

prokṣaṇi+Plur+Nom	prokṣaṇiaḥ

prokṣaṇī+Plur+Acc	prokṣaṇīaḥ

prokṣaṇī+Plur+Gen	prokṣaṇīām

prokṣaṇī+Plur+Ins	prokṣaṇībhiḥ

prokṣaṇī+Plur+Loc	prokṣaṇīṣu

prokṣaṇī+Plur+Nom	prokṣaṇīaḥ

prothatha+Sing+Nom	prothatha

proṣṭha+Plur+Nom	proṣṭhaaḥ

proṣṭhapada+Plur+Ins	proṣṭhapadabhiḥ

proṣṭhapada+Sing+Gen	proṣṭhapadaaḥ

pruṣvā+Plur+Acc	pruṣvāaḥ

pruṣvā+Plur+Nom	pruṣvāaḥ

prācārya+Sing+Dat	prācāryae

prācī+Sing+Acc	prācīam

prācī+Sing+Loc	prācīi

prācī+Sing+Nom	prācī

prācīnayogya+Sing+Voc	+?

prācīnaśāli+Sing+Nom	prācīnaśāli

prādeśa+Sing+Acc	prādeśaam

prādeśa+Sing+Ins	prādeśaā

prādhva+Sing+Gen	prādhvaaḥ

prādhvana+Sing+Loc	prādhvanai

prādhānya+Sing+Abl	prādhānyaaḥ

prādurbhāva+Sing+Abl	prādurbhāvaaḥ

prāgāhuti+Sing+Gen	prāgāhutiaḥ

prāhrādi+Sing+Nom	prāhrādi

prāhṇa+Sing+Loc	prāhṇai

prājahita+Sing+Abl	prājahitaaḥ

prājana+Sing+Ins	prājanaā

prājāpatya+Sing+Acc	prājāpatyaam

prājāpatya+Sing+Loc	prājāpatyai

prājāpatya+Sing+Nom	prājāpatya

prājāpatyā+Sing+Ins	prājāpatyāā

prākāra+Sing+Acc	prākāraam

prāmāṇya+Sing+Abl	prāmāṇyaaḥ

prāmāṇya+Sing+Nom	prāmāṇya

prānta+Dual+Acc	prāntaau

prānta+Plur+Acc	prāntaaḥ

prānūna+Plur+Acc	prānūnaaḥ

prāpaṇa+Sing+Abl	prāpaṇaaḥ

prāpti+Sing+Acc	prāptiam

prāsana+Sing+Abl	prāsanaaḥ

prāsāda+Plur+Nom	prāsādaaḥ

prātarabhivāda+Plur+Nom	prātarabhivādaaḥ

prātarabhivāda+Sing+Acc	prātarabhivādaam

prātarahna+Sing+Gen	prātarahnaaḥ

prātaranuvāka+Plur+Nom	prātaranuvākaaḥ

prātaranuvāka+Sing+Abl	prātaranuvākaaḥ

prātaranuvāka+Sing+Acc	prātaranuvākaam

prātaranuvāka+Sing+Gen	prātaranuvākaaḥ

prātaranuvāka+Sing+Nom	prātaranuvāka

prātardoha+Sing+Acc	prātardohaam

prātardoha+Sing+Dat	prātardohae

prātardugdha+Sing+Acc	prātardugdhaam

prātardugdha+Sing+Nom	prātardugdha

prātarāhuti+Dual+Acc	prātarāhutiau

prātarāhuti+Dual+Gen	prātarāhutioḥ

prātarāhuti+Sing+Acc	prātarāhutiam

prātarāhuti+Sing+Gen	prātarāhutiaḥ

prātarāhuti+Sing+Ins	prātarāhutiā

prātarāhuti+Sing+Loc	prātarāhutii

prātarāhuti+Sing+Nom	prātarāhuti

prātarāśa+Plur+Acc	prātarāśaaḥ

prātarāśa+Sing+Abl	prātarāśaaḥ

prātarāśa+Sing+Loc	prātarāśai

prātaḥsavana+Sing+Acc	prātaḥsavanaam

prātaḥsavana+Sing+Gen	prātaḥsavanaaḥ

prātaḥsavana+Sing+Loc	prātaḥsavanai

prātaḥsavana+Sing+Nom	prātaḥsavana

prāti+Sing+Loc	prātii

prātihārika+Plur+Acc	prātihārikaaḥ

prātyenasya+Sing+Loc	prātyenasyai

prāvaraṇa+Sing+Nom	prāvaraṇa

prāvepa+Plur+Nom	prāvepaaḥ

prāvitṛ+Sing+Nom	prāvitṛ

prāvṛṣ+Sing+Loc	prāvṛṣi

prāyacitta+Plur+Loc	prāyacittasu

prāyaścitta+Plur+Acc	prāyaścittaaḥ

prāyaścitta+Plur+Ins	prāyaścittabhiḥ

prāyaścitta+Sing+Acc	prāyaścittaam

prāyaścitta+Sing+Ins	prāyaścittaā

prāyaścitta+Sing+Nom	prāyaścitta

prāyaścitti+Plur+Nom	prāyaścittiaḥ

prāyaścitti+Sing+Acc	prāyaścittiam

prāyaścitti+Sing+Nom	prāyaścitti

prāyaṇa+Plur+Nom	prāyaṇaaḥ

prāyaṇa+Sing+Nom	prāyaṇa

prāyaṇīya+Sing+Gen	prāyaṇīyaaḥ

prāñjana+Sing+Abl	prāñjanaaḥ

prāś+Sing+Acc	prāśam

prāś+Sing+Loc	prāśi

prāśana+Sing+Acc	prāśanaam

prāśana+Sing+Nom	prāśana

prāśanī+Sing+Abl	prāśanīaḥ

prāśitra+Sing+Acc	prāśitraam

prāśitra+Sing+Nom	prāśitra

prāśitraharaṇa+Sing+Acc	prāśitraharaṇaam

prāśū+Sing+Nom	prāśū

prāṇa+Dual+Nom	prāṇaau

prāṇa+Plur+Abl	prāṇabhyaḥ

prāṇa+Plur+Acc	prāṇaaḥ

prāṇa+Plur+Gen	prāṇaām

prāṇa+Plur+Ins	prāṇabhiḥ

prāṇa+Plur+Loc	prāṇasu

prāṇa+Plur+Nom	prāṇaaḥ

prāṇa+Sing+Abl	prāṇaaḥ

prāṇa+Sing+Acc	prāṇaam

prāṇa+Sing+Dat	prāṇae

prāṇa+Sing+Gen	prāṇaaḥ

prāṇa+Sing+Ins	prāṇaā

prāṇa+Sing+Loc	prāṇai

prāṇa+Sing+Nom	prāṇa

prāṇa+Sing+Voc	+?

prāṇabhakṣa+Plur+Acc	prāṇabhakṣaaḥ

prāṇabhakṣa+Sing+Acc	prāṇabhakṣaam

prāṇabhṛt+Plur+Gen	prāṇabhṛtām

prāṇatha+Sing+Ins	prāṇathaā

prāṇin+Plur+Gen	prāṇinām

prāṇāyāma+Plur+Acc	prāṇāyāmaaḥ

prāṇāyāma+Plur+Nom	prāṇāyāmaaḥ

prīti+Sing+Dat	prītie

prīti+Sing+Ins	prītiā

prīti+Sing+Nom	prīti

psaras+Sing+Nom	psaras

psuras+Sing+Acc	psurasam

puccha+Plur+Acc	pucchaaḥ

puccha+Plur+Loc	pucchasu

puccha+Plur+Nom	pucchaaḥ

puccha+Sing+Acc	pucchaam

puccha+Sing+Gen	pucchaaḥ

puccha+Sing+Ins	pucchaā

puccha+Sing+Loc	pucchai

puccha+Sing+Nom	puccha

puchadhi+Sing+Loc	puchadhii

pulinda+Plur+Nom	pulindaaḥ

pulkasa+Plur+Acc	pulkasaaḥ

punarbhū+Plur+Nom	punarbhūaḥ

