abbhakṣa+Sing+Nom	abbhakṣa

ukhā+Sing+Acc	ukhāam

ukhā+Sing+Gen	ukhāaḥ

ukhā+Sing+Loc	ukhāi

ukhā+Sing+Nom	ukhā

ukhā+Sing+Voc	+?

ukta+Sing+Acc	uktaam

uktha+Plur+Acc	ukthaaḥ

uktha+Plur+Ins	ukthabhiḥ

uktha+Plur+Loc	ukthasu

uktha+Plur+Nom	ukthaaḥ

uktha+Sing+Acc	ukthaam

uktha+Sing+Gen	ukthaaḥ

uktha+Sing+Loc	ukthai

uktha+Sing+Nom	uktha

ukthasaṃpad+Dual+Nom	ukthasaṃpadau

ukthya+Dual+Nom	ukthyaau

ukthya+Plur+Nom	ukthyaaḥ

ukthya+Sing+Acc	ukthyaam

ukthya+Sing+Loc	ukthyai

ukthya+Sing+Nom	ukthya

ukthāmada+Plur+Acc	ukthāmadaaḥ

ukṣan+Plur+Acc	ukṣanaḥ

ukṣan+Plur+Ins	ukṣanbhiḥ

ukṣan+Plur+Nom	ukṣanaḥ

ukṣan+Sing+Acc	ukṣanam

ukṣan+Sing+Gen	ukṣanaḥ

ukṣan+Sing+Nom	ukṣan

ukṣavaśa+Sing+Acc	ukṣavaśaam

ukṣavaśa+Sing+Nom	ukṣavaśa

ula+Sing+Acc	ulaam

ulba+Sing+Abl	ulbaaḥ

ulba+Sing+Ins	ulbaā

ulba+Sing+Nom	ulba

ulbaṇa+Sing+Nom	ulbaṇa

ulmuka+Dual+Acc	ulmukaau

ulmuka+Sing+Abl	ulmukaaḥ

ulmuka+Sing+Acc	ulmukaam

ulmuka+Sing+Gen	ulmukaaḥ

ulmuka+Sing+Ins	ulmukaā

uloka+Sing+Acc	ulokaam

ulukya+Sing+Nom	ulukya

ululi+Plur+Nom	ululiaḥ

ulūka+Dual+Dat	ulūkabhyām

ulūka+Dual+Ins	ulūkabhyām

ulūka+Plur+Gen	ulūkaām

ulūka+Sing+Nom	ulūka

ulūkhala+Dual+Nom	ulūkhalaau

ulūkhala+Sing+Acc	ulūkhalaam

ulūkhala+Sing+Nom	ulūkhala

ulūkī+Sing+Gen	ulūkīaḥ

umā+Plur+Nom	umāaḥ

umā+Sing+Acc	umāam

unmardana+Sing+Acc	unmardanaam

unmāda+Sing+Acc	unmādaam

unmāda+Sing+Dat	unmādae

unmāda+Sing+Nom	unmāda

unnetṛ+Plur+Gen	unnetṛām

unnetṛ+Sing+Gen	unnetṛaḥ

unnetṛ+Sing+Nom	unnetṛ

upabarhaṇa+Sing+Nom	upabarhaṇa

upabhoga+Plur+Loc	upabhogasu

upabhṛt+Dual+Acc	upabhṛtau

upabhṛt+Dual+Loc	upabhṛtoḥ

upabhṛt+Sing+Acc	upabhṛtam

upabhṛt+Sing+Gen	upabhṛtaḥ

upabhṛt+Sing+Loc	upabhṛti

upabhṛt+Sing+Nom	upabhṛt

upacaya+Sing+Ins	upacayaā

upacāra+Sing+Acc	upacāraam

upacāra+Sing+Nom	upacāra

upadeśa+Sing+Abl	upadeśaaḥ

upadeśa+Sing+Ins	upadeśaā

upadeśa+Sing+Nom	upadeśa

upadeśana+Sing+Nom	upadeśana

upadhi+Sing+Acc	upadhiam

upadhi+Sing+Nom	upadhi

upadhā+Plur+Nom	upadhāaḥ

upadhāna+Sing+Acc	upadhānaam

upadhāna+Sing+Dat	upadhānae

upadhāna+Sing+Nom	upadhāna

upadohanī+Sing+Nom	upadohanī

upadrava+Sing+Nom	upadrava

upadraṣṭṛ+Sing+Nom	upadraṣṭṛ

upadāsa+Sing+Dat	upadāsae

upadīkā+Plur+Nom	upadīkāaḥ

upadṛś+Sing+Nom	upadṛś

upagraha+Sing+Acc	upagrahaam

upagātṛ+Plur+Acc	upagātṛaḥ

upagātṛ+Plur+Gen	upagātṛām

upagātṛ+Plur+Nom	upagātṛaḥ

upahatyā+Sing+Acc	upahatyāam

upahava+Sing+Acc	upahavaam

upahāra+Plur+Ins	upahārabhiḥ

upahāra+Sing+Nom	upahāra

upahāsa+Sing+Acc	upahāsaam

upajana+Sing+Nom	upajana

upajīka+Plur+Nom	upajīkaaḥ

upajīvana+Sing+Acc	upajīvanaam

upakaniṣṭhikā+Dual+Dat	upakaniṣṭhikābhyām

upakaniṣṭhikā+Dual+Ins	upakaniṣṭhikābhyām

upakaniṣṭhikā+Sing+Ins	upakaniṣṭhikāā

upakeru+Sing+Nom	upakeru

upakrama+Dual+Nom	upakramaau

upakrama+Sing+Nom	upakrama

upakurvāṇa+Plur+Acc	upakurvāṇaaḥ

upakvasa+Sing+Voc	+?

upakāra+Sing+Abl	upakāraaḥ

upakāśinī+Sing+Nom	upakāśinī

upala+Dual+Acc	upalaau

upalā+Sing+Acc	upalāam

upalābha+Sing+Dat	upalābhae

upamadhyamā+Sing+Ins	upamadhyamāā

upamanthanī+Dual+Ins	upamanthanībhyām

upamaśravas+Sing+Voc	+?

upamit+Sing+Nom	upamit

upamāda+Sing+Acc	upamādaam

upamāsa+Sing+Nom	upamāsa

upanahana+Sing+Acc	upanahanaam

upanati+Sing+Nom	upanati

upanayana+Sing+Abl	upanayanaaḥ

upanayana+Sing+Acc	upanayanaam

upanayana+Sing+Ins	upanayanaā

upanayana+Sing+Loc	upanayanai

upanayana+Sing+Nom	upanayana

upaniṣad+Plur+Nom	upaniṣadaḥ

upaniṣad+Sing+Acc	upaniṣadam

upaniṣad+Sing+Nom	upaniṣad

upaniṣatka+Plur+Nom	upaniṣatkaaḥ

upaniṣatka+Sing+Nom	upaniṣatka

upapad+Sing+Acc	upapadam

upapati+Sing+Nom	upapati

upapraiṣa+Sing+Acc	upapraiṣaam

upapātaka+Plur+Ins	upapātakabhiḥ

upapātaka+Plur+Loc	upapātakasu

upara+Sing+Acc	uparaam

upariśayyā+Sing+Acc	upariśayyāam

uparodha+Sing+Ins	uparodhaā

upas+Sing+Loc	upasi

upasad+Plur+Acc	upasadaḥ

upasad+Plur+Loc	upasatsu

upasad+Plur+Nom	upasadaḥ

upasad+Sing+Acc	upasadam

upasad+Sing+Ins	upasadā

upasadana+Sing+Nom	upasadana

upasandyā+Sing+Acc	upasandyāam

upasaraṇa+Plur+Nom	upasaraṇaaḥ

upasarga+Plur+Loc	upasargasu

upasattṛ+Sing+Acc	upasattṛam

upasaṃgama+Sing+Abl	upasaṃgamaaḥ

upasaṃgrahaṇa+Sing+Abl	upasaṃgrahaṇaaḥ

upasaṃgrahaṇa+Sing+Nom	upasaṃgrahaṇa

upasecana+Sing+Nom	upasecana

upasecanī+Sing+Nom	upasecanī

upaskara+Sing+Nom	upaskara

upasparśana+Sing+Loc	upasparśanai

upasparśana+Sing+Nom	upasparśana

upaspṛś+Plur+Nom	upaspṛśaḥ

upastaraṇa+Plur+Acc	upastaraṇaaḥ

upastaraṇa+Plur+Nom	upastaraṇaaḥ

upastaraṇa+Sing+Nom	upastaraṇa

upastha+Dual+Nom	upasthaau

upastha+Plur+Nom	upasthaaḥ

upastha+Sing+Abl	upasthaaḥ

upastha+Sing+Acc	upasthaam

upastha+Sing+Ins	upasthaā

upastha+Sing+Loc	upasthai

upastha+Sing+Nom	upastha

upasthāna+Plur+Loc	upasthānasu

upasthāna+Sing+Nom	upasthāna

upastuta+Sing+Acc	upastutaam

upastuti+Sing+Acc	upastutiam

upastuti+Sing+Nom	upastuti

upatāpa+Sing+Nom	upatāpa

upatīrtha+Sing+Acc	upatīrthaam

upatṛṇya+Sing+Voc	+?

upavaktṛ+Sing+Nom	upavaktṛ

upavasatha+Sing+Abl	upavasathaaḥ

upavasatha+Sing+Acc	upavasathaam

upavasatha+Sing+Gen	upavasathaaḥ

upavasatha+Sing+Loc	upavasathai

upavasatha+Sing+Nom	upavasatha

upavatsyadbhakta+Sing+Acc	upavatsyadbhaktaam

upaveśana+Sing+Loc	upaveśanai

upaveṣa+Sing+Dat	upaveṣae

upaveṣa+Sing+Ins	upaveṣaā

upavyākhyāna+Sing+Nom	upavyākhyāna

upavāda+Sing+Abl	upavādaaḥ

upavājana+Plur+Ins	upavājanabhiḥ

upavāsa+Sing+Nom	upavāsa

upavīra+Sing+Nom	upavīra

upayama+Sing+Loc	upayamai

upayamanī+Plur+Acc	upayamanīaḥ

upayamanī+Plur+Ins	upayamanībhiḥ

upayamanī+Sing+Nom	upayamanī

upayāja+Plur+Nom	upayājaaḥ

upayāma+Sing+Acc	upayāmaam

upaśa+Plur+Nom	upaśaaḥ

upaśaya+Sing+Nom	upaśaya

upaśrotṛ+Sing+Nom	upaśrotṛ

upaśruti+Sing+Ins	upaśrutiā

upaśruti+Sing+Nom	upaśruti

upeti+Sing+Loc	upetii

upeti+Sing+Nom	upeti

upodakī+Sing+Nom	upodakī

upoha+Sing+Nom	upoha

upācāra+Sing+Nom	upācāra

upādhyāya+Sing+Dat	upādhyāyae

upākaraṇa+Dual+Gen	upākaraṇaoḥ

upākaraṇa+Sing+Abl	upākaraṇaaḥ

upākaraṇa+Sing+Loc	upākaraṇai

upākaraṇa+Sing+Nom	upākaraṇa

upānah+Dual+Acc	upānahau

upānah+Dual+Gen	upānahoḥ

upānah+Dual+Ins	upānahbhyām

upānah+Dual+Nom	upānahau

upānah+Sing+Acc	upānaham

upānah+Sing+Nom	upānah

upānatka+Sing+Nom	upānatka

upānta+Dual+Acc	upāntaau

upānta+Plur+Acc	upāntaaḥ

upānta+Sing+Loc	upāntai

upāpti+Sing+Dat	upāptie

upāsana+Sing+Acc	upāsanaam

upāvarohaṇa+Sing+Nom	upāvarohaṇa

upāvi+Sing+Nom	upāvi

upāya+Plur+Ins	upāyabhiḥ

upāyana+Sing+Loc	upāyanai

upāyana+Sing+Nom	upāyana

upāṃśuyāja+Sing+Acc	upāṃśuyājaam

upāṃśuyāja+Sing+Nom	upāṃśuyāja

uras+Sing+Abl	urasaḥ

uras+Sing+Acc	urasam

uras+Sing+Ins	urasā

uras+Sing+Loc	urasi

uras+Sing+Nom	uras

urugūlā+Sing+Gen	urugūlāaḥ

urukrama+Sing+Nom	urukrama

urva+Sing+Nom	urva

urvajra+Sing+Loc	urvajrai

urvarā+Plur+Acc	urvarāaḥ

urvarā+Sing+Acc	urvarāam

urvarā+Sing+Nom	urvarā

urvaśī+Plur+Nom	urvaśīaḥ

urvaśī+Sing+Abl	urvaśīaḥ

urvaśī+Sing+Nom	urvaśī

urvāruka+Sing+Acc	urvārukaam

urvī+Dual+Acc	urvīau

urvī+Plur+Acc	urvīaḥ

urvī+Plur+Nom	urvīaḥ

urvī+Sing+Acc	urvīam

usra+Dual+Acc	uṣraau

usra+Dual+Nom	uṣraau

usra+Plur+Nom	uṣraaḥ

usra+Sing+Nom	uṣra

usriyā+Plur+Ins	uṣriyābhiḥ

usriyā+Plur+Loc	uṣriyāsu

usriyā+Sing+Gen	uṣriyāaḥ

usrā+Plur+Acc	uṣrāaḥ

usrā+Sing+Acc	uṣrāam

usrā+Sing+Nom	uṣrā

usṛ+Sing+Gen	uṣṛaḥ

utkara+Dual+Acc	utkaraau

utkara+Plur+Loc	utkarasu

utkara+Sing+Acc	utkaraam

utkara+Sing+Loc	utkarai

utkara+Sing+Nom	utkara

utkrama+Sing+Acc	utkramaam

utkrama+Sing+Dat	utkramae

utkrama+Sing+Nom	utkrama

utkramaṇa+Sing+Loc	utkramaṇai

utkrānti+Sing+Acc	utkrāntiam

utkrānti+Sing+Dat	utkrāntie

utkrānti+Sing+Nom	utkrānti

utkāśa+Sing+Nom	utkāśa

utpatti+Sing+Nom	utpatti

utpavana+Sing+Nom	utpavana

utpāta+Plur+Ins	utpātabhiḥ

utsa+Plur+Loc	utsasu

utsa+Sing+Acc	utsaam

utsa+Sing+Gen	utsaaḥ

utsa+Sing+Nom	utsa

utsaktapatnī+Sing+Voc	+?

utsarga+Sing+Loc	utsargai

utsarga+Sing+Nom	utsarga

utsarjana+Sing+Nom	utsarjana

utsaṅga+Sing+Loc	utsaṅgai

utsecana+Sing+Nom	utsecana

utsedha+Sing+Acc	utsedhaam

utsedha+Sing+Nom	utsedha

uttama+Sing+Nom	uttama

uttamapuruṣa+Sing+Dat	uttamapuruṣae

uttambhana+Sing+Nom	uttambhana

uttambhanī+Sing+Nom	uttambhanī

uttara+Sing+Acc	uttaraam

uttara+Sing+Gen	uttaraaḥ

uttaramandrā+Sing+Loc	uttaramandrāi

uttaranābhi+Sing+Acc	uttaranābhiam

uttaranābhi+Sing+Loc	uttaranābhii

uttaravedi+Sing+Acc	uttaravediam

uttaravedi+Sing+Dat	uttaravedie

uttaravedi+Sing+Gen	uttaravediaḥ

uttaravedi+Sing+Loc	uttaravedii

uttaravedi+Sing+Nom	uttaravedi

uttarāraṇi+Sing+Acc	uttarāraṇiam

uttarārdha+Sing+Abl	uttarārdhaaḥ

uttarāsaṅga+Sing+Acc	uttarāsaṅgaam

uttarīya+Plur+Ins	uttarīyabhiḥ

uttarīya+Sing+Acc	uttarīyaam

uttarīya+Sing+Nom	uttarīya

utthāna+Sing+Ins	utthānaā

uttuṣa+Plur+Acc	uttuṣaaḥ

uśanas+Sing+Nom	uśanas

uśanā+Sing+Acc	uśanāam

uśanā+Sing+Nom	uśanā

uśij+Plur+Gen	uśijām

uśīnara+Plur+Loc	uśīnarasu

uḍupa+Sing+Ins	uḍupaā

uṣ+Sing+Gen	uṣaḥ

uṣa+Plur+Nom	uṣaaḥ

uṣas+Dual+Nom	uṣasau

uṣas+Plur+Acc	uṣasaḥ

uṣas+Plur+Gen	uṣasām

uṣas+Plur+Ins	uṣasbhiḥ

uṣas+Plur+Nom	uṣasaḥ

uṣas+Plur+Voc	+?

uṣas+Sing+Abl	uṣasaḥ

uṣas+Sing+Acc	uṣasam

uṣas+Sing+Dat	uṣase

uṣas+Sing+Gen	uṣasaḥ

uṣas+Sing+Ins	uṣasā

uṣas+Sing+Loc	uṣasi

uṣas+Sing+Nom	uṣas

uṣas+Sing+Voc	+?

uṣasti+Sing+Nom	uṣasti

uṣāsānaktā+Dual+Nom	uṣāsānaktāau

uṣāsānaktā+Sing+Nom	uṣāsānaktā

uṣṇih+Dual+Acc	uṣṇihau

uṣṇih+Plur+Nom	uṣṇihaḥ

uṣṇih+Sing+Acc	uṣṇiham

uṣṇih+Sing+Dat	uṣṇihe

uṣṇih+Sing+Nom	uṣṇih

uṣṇihā+Plur+Abl	uṣṇihābhyaḥ

uṣṇihā+Plur+Nom	uṣṇihāaḥ

uṣṇiman+Sing+Acc	uṣṇimanam

uṣṇīṣa+Sing+Acc	uṣṇīṣaam

uṣṇīṣa+Sing+Nom	uṣṇīṣa

uṣṭra+Plur+Gen	uṣṭraām

uṣṭra+Sing+Nom	uṣṭra

uṣṭragrīvī+Plur+Nom	uṣṭragrīvīaḥ

uṣṭrikā+Sing+Loc	uṣṭrikāi

vacana+Plur+Acc	vacanaaḥ

vacana+Sing+Abl	vacanaaḥ

vacana+Sing+Acc	vacanaam

vacana+Sing+Ins	vacanaā

vacana+Sing+Nom	vacana

vacas+Plur+Acc	vacasaḥ

vacas+Plur+Ins	vacasbhiḥ

vacas+Plur+Nom	vacasaḥ

vacas+Sing+Acc	vacasam

vacas+Sing+Dat	vacase

vacas+Sing+Gen	vacasaḥ

vacas+Sing+Ins	vacasā

vacas+Sing+Nom	vacas

vacasyā+Sing+Acc	vacasyāam

vada+Sing+Nom	vada

vadana+Plur+Ins	vadanabhiḥ

vadana+Sing+Abl	vadanaaḥ

vadana+Sing+Nom	vadana

vadha+Plur+Gen	vadhaām

vadha+Plur+Ins	vadhabhiḥ

vadha+Sing+Abl	vadhaaḥ

vadha+Sing+Acc	vadhaam

vadha+Sing+Dat	vadhae

vadha+Sing+Ins	vadhaā

vadha+Sing+Nom	vadha

vadhar+Sing+Acc	vadharam

vadhrimatī+Sing+Gen	vadhrimatīaḥ

vadhryaśva+Sing+Dat	vadhryaśvae

vadhryaśva+Sing+Gen	vadhryaśvaaḥ

vadhū+Sing+Acc	vadhūam

vadhū+Sing+Dat	vadhūe

vadhū+Sing+Gen	vadhūaḥ

vadhū+Sing+Nom	vadhū

vadya+Sing+Nom	vadya

vagnu+Plur+Acc	vagnuaḥ

vagnu+Sing+Ins	vagnuā

vagnu+Sing+Nom	vagnu

vaha+Plur+Nom	vahaaḥ

vaha+Sing+Ins	vahaā

vaha+Sing+Nom	vaha

vahatu+Sing+Acc	vahatuam

vahatu+Sing+Loc	vahatui

vahatu+Sing+Nom	vahatu

vahni+Plur+Nom	vahniaḥ

vahni+Sing+Gen	vahniaḥ

vahni+Sing+Nom	vahni

vahya+Sing+Acc	vahyaam

vaidadaśvi+Sing+Nom	vaidadaśvi

vaidarbha+Sing+Dat	vaidarbhae

vaideha+Plur+Acc	vaidehaaḥ

vaideha+Sing+Gen	vaidehaaḥ

vaideha+Sing+Nom	vaideha

vaidehī+Plur+Nom	vaidehīaḥ

vaidhasa+Sing+Nom	vaidhasa

vaidya+Plur+Nom	vaidyaaḥ

vaikarta+Sing+Gen	vaikartaaḥ

vaikarṇa+Sing+Nom	vaikarṇa

vaikhānasa+Plur+Nom	vaikhānasaaḥ

vaikuṇṭha+Sing+Nom	vaikuṇṭha

vaimṛdha+Sing+Dat	vaimṛdhae

vainya+Sing+Nom	vainya

vaipaśyata+Sing+Nom	vaipaśyata

vaira+Sing+Acc	vairaam

vaira+Sing+Nom	vaira

vairahatya+Sing+Dat	vairahatyae

vairāja+Dual+Nom	vairājaau

vairāja+Sing+Acc	vairājaam

vairāja+Sing+Dat	vairājae

vairāja+Sing+Gen	vairājaaḥ

vairāja+Sing+Nom	vairāja

vairājya+Dual+Acc	vairājyaau

vairājya+Sing+Nom	vairājya

vairūpa+Plur+Ins	vairūpabhiḥ

vairūpa+Sing+Acc	vairūpaam

vairūpa+Sing+Dat	vairūpae

vairūpa+Sing+Gen	vairūpaaḥ

vairūpa+Sing+Nom	vairūpa

vairūpākṣa+Sing+Acc	vairūpākṣaam

vairūpākṣa+Sing+Nom	vairūpākṣa

vaisarjana+Plur+Acc	vaiṣarjanaaḥ

vaisarjana+Plur+Nom	vaiṣarjanaaḥ

vaitānika+Plur+Nom	vaitānikaaḥ

vaivasvata+Sing+Acc	vaivasvataam

vaivasvata+Sing+Loc	vaivasvatai

vaivasvata+Sing+Nom	vaivasvata

vaivāhya+Sing+Nom	vaivāhya

vaiśampāyana+Sing+Nom	vaiśampāyana

vaiśanta+Sing+Acc	vaiśantaam

vaiśravaṇa+Sing+Acc	vaiśravaṇaam

vaiśravaṇa+Sing+Dat	vaiśravaṇae

vaiśravaṇa+Sing+Nom	vaiśravaṇa

vaiśvadeva+Sing+Acc	vaiśvadevaam

vaiśvadeva+Sing+Ins	vaiśvadevaā

vaiśvadeva+Sing+Loc	vaiśvadevai

vaiśvadeva+Sing+Nom	vaiśvadeva

vaiśvadevastut+Sing+Nom	vaiśvadevastut

vaiśvadevī+Sing+Gen	vaiśvadevīaḥ

vaiśvāmitra+Plur+Nom	vaiśvāmitraaḥ

vaiśvāmitra+Sing+Nom	vaiśvāmitra

vaiśvānara+Sing+Abl	vaiśvānaraaḥ

vaiśvānara+Sing+Acc	vaiśvānaraam

vaiśvānara+Sing+Dat	vaiśvānarae

vaiśvānara+Sing+Gen	vaiśvānaraaḥ

vaiśvānara+Sing+Loc	vaiśvānarai

vaiśvānara+Sing+Nom	vaiśvānara

vaiśvānara+Sing+Voc	+?

vaiśvānarī+Sing+Acc	vaiśvānarīam

vaiśya+Dual+Gen	vaiśyaoḥ

vaiśya+Plur+Acc	vaiśyaaḥ

vaiśya+Plur+Gen	vaiśyaām

vaiśya+Sing+Acc	vaiśyaam

vaiśya+Sing+Gen	vaiśyaaḥ

vaiśya+Sing+Ins	vaiśyaā

vaiśya+Sing+Nom	vaiśya

vaiśyā+Sing+Nom	vaiśyā

vaiśākhī+Sing+Loc	vaiśākhīi

vaiśāleya+Sing+Nom	vaiśāleya

vaiṣaca+Sing+Nom	vaiṣaca

vajra+Plur+Ins	vajrabhiḥ

vajra+Plur+Nom	vajraaḥ

vajra+Sing+Abl	vajraaḥ

vajra+Sing+Acc	vajraam

vajra+Sing+Gen	vajraaḥ

vajra+Sing+Ins	vajraā

vajra+Sing+Nom	vajra

vajra+Sing+Voc	+?

vajrahasta+Sing+Acc	vajrahastaam

vajrahasta+Sing+Nom	vajrahasta

vajrin+Sing+Acc	vajrinam

vajrin+Sing+Dat	vajrine

vajrin+Sing+Nom	vajrin

vajrin+Sing+Voc	+?

vakrā+Sing+Loc	vakrāi

vaktra+Sing+Acc	vaktraam

vaktṛ+Sing+Acc	vaktṛam

vakṣas+Plur+Acc	vakṣasaḥ

vakṣas+Plur+Loc	vakṣassu

vakṣas+Plur+Nom	vakṣasaḥ

vakṣas+Sing+Acc	vakṣasam

vakṣas+Sing+Nom	vakṣas

vakṣatha+Sing+Nom	vakṣatha

vakṣaṇā+Plur+Abl	vakṣaṇābhyaḥ

vakṣaṇā+Plur+Acc	vakṣaṇāaḥ

vakṣaṇā+Plur+Loc	vakṣaṇāsu

vakṣaṇā+Sing+Voc	+?

vala+Sing+Acc	valaam

vala+Sing+Gen	valaaḥ

valaga+Sing+Acc	valagaam

valmīka+Dual+Acc	valmīkaau

valmīka+Sing+Loc	valmīkai

valmīka+Sing+Nom	valmīka

valī+Plur+Acc	valīaḥ

valīka+Plur+Ins	valīkabhiḥ

valśa+Plur+Nom	valśaaḥ

valśa+Sing+Acc	valśaam

valśa+Sing+Ins	valśaā

valśa+Sing+Nom	valśa

vamana+Sing+Acc	vamanaam

vamra+Plur+Nom	vamraaḥ

vana+Plur+Abl	vanabhyaḥ

vana+Plur+Acc	vanaaḥ

vana+Plur+Loc	vanasu

vana+Plur+Nom	vanaaḥ

vana+Sing+Acc	vanaam

vana+Sing+Dat	vanae

vana+Sing+Gen	vanaaḥ

vana+Sing+Loc	vanai

vana+Sing+Nom	vana

vanana+Plur+Acc	vananaaḥ

vanas+Sing+Ins	vanasā

vanaspati+Dual+Acc	vanaspatiau

vanaspati+Plur+Abl	vanaspatibhyaḥ

vanaspati+Plur+Acc	vanaspatiaḥ

vanaspati+Plur+Dat	vanaspatibhyaḥ

vanaspati+Plur+Gen	vanaspatiām

vanaspati+Plur+Ins	vanaspatibhiḥ

vanaspati+Plur+Loc	vanaspatiṣu

vanaspati+Plur+Nom	vanaspatiaḥ

vanaspati+Sing+Acc	vanaspatiam

vanaspati+Sing+Dat	vanaspatie

vanaspati+Sing+Gen	vanaspatiaḥ

vanaspati+Sing+Loc	vanaspatii

vanaspati+Sing+Nom	vanaspati

vanaspati+Sing+Voc	+?

vandana+Sing+Acc	vandanaam

vandana+Sing+Dat	vandanae

vandana+Sing+Voc	+?

vandhura+Sing+Acc	vandhuraam

vandhura+Sing+Ins	vandhuraā

vandhura+Sing+Nom	vandhura

vandāru+Sing+Acc	vandāruam

vani+Sing+Acc	vaniam

vani+Sing+Nom	vani

vanin+Plur+Acc	vaninaḥ

vanin+Plur+Nom	vaninaḥ

vanin+Sing+Gen	vaninaḥ

vaniṣṭhu+Sing+Acc	vaniṣṭhuam

vanīvāhana+Sing+Loc	vanīvāhanai

vapana+Sing+Acc	vapanaam

vapana+Sing+Loc	vapanai

vapana+Sing+Nom	vapana

vapoddharaṇa+Sing+Acc	vapoddharaṇaam

vapra+Sing+Acc	vapraam

vapra+Sing+Gen	vapraaḥ

vapsas+Sing+Gen	vapsasaḥ

vaptṛ+Sing+Dat	vaptṛe

vaptṛ+Sing+Nom	vaptṛ

vaptṛ+Sing+Voc	+?

vapus+Plur+Acc	vapuṣaḥ

vapus+Sing+Abl	vapuṣaḥ

vapus+Sing+Acc	vapuṣam

vapus+Sing+Dat	vapuṣe

vapus+Sing+Gen	vapuṣaḥ

vapus+Sing+Loc	vapuṣi

vapus+Sing+Nom	vapuṣ

vapuṣa+Sing+Dat	vapuṣae

vapā+Plur+Acc	vapāaḥ

vapā+Plur+Gen	vapāām

vapā+Plur+Ins	vapābhiḥ

vapā+Sing+Abl	vapāaḥ

vapā+Sing+Acc	vapāam

vapā+Sing+Dat	vapāe

vapā+Sing+Gen	vapāaḥ

vapā+Sing+Ins	vapāā

vapā+Sing+Loc	vapāi

vapā+Sing+Nom	vapā

vapāśrapaṇī+Dual+Acc	vapāśrapaṇīau

vapāśrapaṇī+Dual+Ins	vapāśrapaṇībhyām

vapāśrapaṇī+Dual+Loc	vapāśrapaṇīoḥ

vapāśrapaṇī+Sing+Acc	vapāśrapaṇīam

vara+Plur+Acc	varaaḥ

vara+Plur+Ins	varabhiḥ

vara+Plur+Nom	varaaḥ

vara+Sing+Acc	varaam

vara+Sing+Dat	varae

vara+Sing+Ins	varaā

vara+Sing+Loc	varai

vara+Sing+Nom	vara

varaka+Plur+Acc	varakaaḥ

varas+Plur+Acc	varasaḥ

varasyā+Sing+Ins	varasyāā

varatrā+Plur+Dat	varatrābhyaḥ

varatrā+Plur+Nom	varatrāaḥ

varatrā+Sing+Ins	varatrāā

varatrā+Sing+Loc	varatrāi

varaṇa+Sing+Acc	varaṇaam

varaṇa+Sing+Ins	varaṇaā

varaṇa+Sing+Loc	varaṇai

varaṇa+Sing+Nom	varaṇa

varaṇāvatī+Sing+Loc	varaṇāvatīi

varca+Sing+Acc	varcaam

varcas+Plur+Acc	varcasaḥ

varcas+Plur+Nom	varcasaḥ

varcas+Sing+Abl	varcasaḥ

varcas+Sing+Acc	varcasam

varcas+Sing+Dat	varcase

varcas+Sing+Gen	varcasaḥ

varcas+Sing+Ins	varcasā

varcas+Sing+Nom	varcas

varcasa+Sing+Acc	varcasaam

varcasa+Sing+Ins	varcasaā

varcasa+Sing+Nom	varcasa

varcin+Sing+Gen	varcinaḥ

vardha+Sing+Dat	vardhae

vardhana+Sing+Acc	vardhanaam

vardhana+Sing+Dat	vardhanae

vardhana+Sing+Nom	vardhana

varga+Plur+Nom	vargaaḥ

varga+Sing+Acc	vargaam

varga+Sing+Ins	vargaā

varga+Sing+Nom	varga

variman+Sing+Acc	varimanam

variman+Sing+Ins	varimanā

variman+Sing+Loc	varimani

varivas+Sing+Acc	varivasam

varjana+Sing+Nom	varjana

varman+Plur+Acc	varmanaḥ

varman+Plur+Loc	varmansu

varman+Plur+Nom	varmanaḥ

varman+Sing+Acc	varmanam

varman+Sing+Gen	varmanaḥ

varman+Sing+Ins	varmanā

varman+Sing+Nom	varman

varpas+Plur+Nom	varpasaḥ

varpas+Sing+Acc	varpasam

varpas+Sing+Ins	varpasā

varpas+Sing+Nom	varpas

vartani+Dual+Nom	vartaniau

